ID,name,team,position,college_name,college_conference,fantasy_points
00-0031025,Michael Campanaro,BAL,WR,Wake Forest,Atlantic Coast Conference,72.0
00-0031044,Troy Niklas,ARI,TE,Notre Dame,Independent,38.0
00-0031055,Andre Williams,LAC,RB,Boston College,Atlantic Coast Conference,172.0
00-0031064,Tom Savage,HOU,QB,Pittsburgh,Atlantic Coast Conference,68.0
00-0031070,Nat Berhe,NYG,SS,San Diego State,Mountain West Conference,0.0
00-0031079,Pat O'Donnell,CHI,P,Miami,Atlantic Coast Conference,4.0
00-0031085,Jay Prosch,HOU,RB,Auburn,Southeastern Conference,10.0
00-0031120,Adarius Taylor,TB,MLB,Florida Atlantic,Conference USA,6.0
00-0031151,Marcus Williams,NYJ,CB,North Dakota State,Missouri Valley Football Conference,3.0
00-0031277,Branden Oliver,LAC,RB,Buffalo,Mid-American Conference,142.0
00-0031302,C.J. Fiedorowicz,HOU,TE,Iowa,Big Ten Conference,135.0
00-0031315,Matt Hazel,IND,WR,Coastal Carolina,Big South Conference,0.0
00-0031332,Fitzgerald Toussaint,PIT,RB,Michigan,Big Ten Conference,42.0
00-0031375,Terrance West,BAL,RB,Towson,Colonial Athletic Association,286.0
00-0031390,Charles Sims,TB,RB,West Virginia,Big Twelve Conference,252.0
00-0031420,Kasey Redfern,DET,P,Wofford,Southern Conference,1.0
00-0031512,Jermaine Whitehead,GB,FS,Auburn,Southeastern Conference,0.0
00-0031514,Quan Bray,IND,WR,Auburn,Southeastern Conference,8.0
00-0031533,Randall Telfer,CLE,TE,Southern California,Pacific Twelve Conference,4.0
00-0031550,Shaq Thompson,CAR,ILB,Washington,Pacific Twelve Conference,0.0
00-0031560,Jaelen Strong,JAX,WR,Arizona State,Pacific Twelve Conference,58.0
00-0031568,Bryce Petty,NYJ,QB,Baylor,Big Twelve Conference,57.0
00-0031612,Aaron Ripkowski,GB,FB,Oklahoma,Big Twelve Conference,58.0
00-0031626,Brian Mihalik,DET,T,Boston College,Atlantic Coast Conference,0.0
00-0031682,Terron Ward,ATL,RB,Oregon State,Pacific Twelve Conference,51.0
00-0031697,Jordan Taylor,DEN,WR,Rice,Conference USA,45.0
00-0031743,Akeem Hunt,KC,RB,Purdue,Big Ten Conference,34.0
00-0031793,Terrell Watson,PIT,RB,Azusa Pacific,Great Northwest Athletic Conference,10.0
00-0031801,Jordan Leslie,CLE,WR,Brigham Young,Independent,2.0
00-0031834,Larry Pinkard,JAX,WR,Old Dominion,Conference USA,0.0
00-0031884,Gabe Holmes,ARI,TE,Purdue,Big Ten Conference,0.0
00-0031897,Thomas Rawls,SEA,RB,Central Michigan,Mid-American Conference,229.0
00-0031904,Bryce Callahan,CHI,CB,Rice,Conference USA,6.0
00-0031939,Matt Jones,IND,RB,Florida,Southeastern Conference,166.0
00-0031956,Anthony Chickillo,PIT,OLB,Miami,Atlantic Coast Conference,6.0
00-0032004,Will Tye,NYJ,TE,Stony Brook,Colonial Athletic Association,118.0
00-0032048,Mack Brown,WAS,RB,Florida,Southeastern Conference,18.0
00-0032115,Kaelin Clay,CAR,WR,Utah,Pacific Twelve Conference,26.0
00-0032123,Tre McBride,CHI,WR,William & Mary,Colonial Athletic Association,22.0
00-0032130,Jalston Fowler,TEN,FB,Alabama,Southeastern Conference,25.0
00-0032145,Cameron Erving,KC,T,Florida State,Atlantic Coast Conference,0.0
00-0032188,Vince Mayle,BAL,WR,Washington State,Pacific Twelve Conference,6.0
00-0032250,Kasen Williams,CLE,WR,Washington,Pacific Twelve Conference,9.0
00-0032298,Bronson Hill,ARI,RB,Eastern Michigan,Mid-American Conference,0.0
00-0032375,Joe Kerridge,GB,FB,Michigan,Big Ten Conference,0.0
00-0032429,Jerell Adams,NYG,TE,South Carolina,Southeastern Conference,27.0
00-0032431,Jake Rudock,DET,QB,Michigan,Big Ten Conference,-1.0
00-0032449,Lachlan Edwards,NYJ,P,Sam Houston State,Southland Conference,0.0
00-0032475,Tanner McEvoy,SEA,WR,Wisconsin,Big Ten Conference,35.0
00-0032569,Wil Lutz,NO,K,Georgia State,Sun Belt Conference,0.0
00-0032630,Joe Callahan,GB,QB,Wesley,New Jersey Athletic Conference,0.0
00-0032650,Ryan Malleck,HOU,TE,Virginia Tech,Atlantic Coast Conference,0.0
00-0032656,Darius Powe,NYG,WR,California,Pacific Twelve Conference,1.0
00-0032659,Roger Lewis,NYG,WR,Bowling Green State,Mid-American Conference,75.0
00-0032705,Ed Eagan,NYG,WR,Northwestern State-Louisiana,Southland Conference,0.0
00-0032724,Bryce Treggs,CLE,WR,California,Pacific Twelve Conference,17.0
00-0032740,Lawrence Thomas,NYJ,FB,Michigan State,Big Ten Conference,4.0
00-0032749,Isaiah Johnson,TB,S,South Carolina,Southeastern Conference,6.0
00-0032784,Kevin Hogan,CLE,QB,Stanford,Pacific Twelve Conference,50.0
00-0032827,Leonard Wester,TB,T,Missouri Western,Mid-America Intercollegiate Athletic Association,6.0
00-0032839,Hunter Sharp,NYG,WR,Utah State,Mountain West Conference,11.0
00-0032926,K.J. Brent,IND,WR,Wake Forest,Atlantic Coast Conference,0.0
00-0032937,Max McCaffrey,JAX,WR,Duke,Atlantic Coast Conference,0.0
00-0033043,Austin Traylor,DEN,TE,Wisconsin,Big Ten Conference,10.0
00-0033069,Braxton Miller,HOU,WR,Ohio State,Big Ten Conference,38.0
00-0033079,Ricardo Louis,CLE,WR,Auburn,Southeastern Conference,56.0
00-0033087,Marquis Bundy,NYG,WR,New Mexico State,Mountain West Conference,0.0
00-0033108,Paxton Lynch,DEN,QB,Memphis,American Athletic Conference,43.0
00-0033304,Devante Mays,GB,RB,Utah State,Mountain West Conference,-1.0
00-0033315,Cole Hikutini,SF,TE,Louisville,Atlantic Coast Conference,1.0
00-0033352,Michael Clark,GB,WR,Marshall,Conference USA,4.0
00-0033384,LeShun Daniels,WAS,RB,Iowa,Big Ten Conference,1.0
00-0033413,De'Veon Smith,MIA,RB,Michigan,Big Ten Conference,2.0
00-0033449,Isaac Whitney,LV,WR,Southern California,Pacific Twelve Conference,0.0
00-0033514,Emanuel Byrd,GB,TE,Marshall,Conference USA,3.0
00-0033596,Matt Dayes,CLE,RB,North Carolina State,Atlantic Coast Conference,4.0
00-0033717,Travis Rudolph,NYG,WR,Florida State,Atlantic Coast Conference,10.0
00-0033748,Tion Green,DET,RB,Cincinnati,American Athletic Conference,29.0
00-0033796,Marquez Williams,CLE,FB,Miami (Fla.),Atlantic Coast Conference,0.0
00-0033855,Chris Thompson,HOU,WR,Florida,Southeastern Conference,8.0
00-0033878,Adoree' Jackson,TEN,CB,Southern California,Pacific Twelve Conference,5.0
00-0033916,ArDarius Stewart,NYJ,WR,Alabama,Southeastern Conference,10.0
00-0033937,Amara Darboh,SEA,WR,Michigan,Big Ten Conference,7.0
00-0021547,Antonio Gates,LAC,TE,Kent State,Mid-American Conference,1938.0
00-0023645,Derek Anderson,BUF,QB,Oregon State,Pacific Ten Conference,582.0
00-0023662,Matt Cassel,DET,QB,USC,Pacific Ten Conference,1048.0
00-0023853,Matt Prater,DET,K,Central Florida,American Athletic Conference,4.0
00-0024334,Brandon Marshall,SEA,WR,Central Florida,Conference USA,1730.0
00-0024348,Kyle Williams,BUF,DT,Louisiana State,Southeastern Conference,7.0
00-0025415,Joe Staley,SF,T,Central Michigan,Mid-American Conference,2.0
00-0025580,Mason Crosby,GB,K,Colorado,Big Twelve Conference,0.0
00-0025944,Stephen Hauschka,BUF,K,North Carolina State,Atlantic Coast Conference,0.0
00-0026153,Jonathan Stewart,NYG,RB,Oregon,Pacific Ten Conference,1263.0
00-0026176,Jordy Nelson,LV,WR,Kansas State,Big Twelve Conference,1387.0
00-0026213,Jamaal Charles,JAX,RB,Texas,Big Twelve Conference,1385.0
00-0026345,Pierre Garcon,SF,WR,Mount Union,Ohio Athletic Conference,1082.0
00-0026898,Mark Sanchez,WAS,QB,USC,Pacific Ten Conference,937.0
00-0026901,Mike Wallace,PHI,WR,Mississippi,Southeastern Conference,1194.0
00-0026983,Darrius Heyward-Bey,PIT,WR,Maryland,Atlantic Coast Conference,421.0
00-0027139,John Phillips,ARI,TE,Virginia,Atlantic Coast Conference,78.0
00-0027215,Logan Paulsen,ATL,TE,UCLA,Pacific Ten Conference,134.0
00-0027325,LeGarrette Blount,DET,RB,Oregon,Pacific Ten Conference,1126.0
00-0027440,Sam Shields,LA,CB,Miami (Fla.),Atlantic Coast Conference,2.0
00-0027531,Chris Ivory,BUF,RB,Tiffin University,Great Lakes Intercollegiate Athletic Conference,794.0
00-0027675,Ed Dickson,SEA,TE,Oregon,Pacific Ten Conference,330.0
00-0027681,Brandon LaFell,LV,WR,LSU,Southeastern Conference,765.0
00-0027796,Joe Webb,HOU,QB,Alabama-Birmingham,Conference USA,111.0
00-0027854,Sam Bradford,ARI,QB,Oklahoma,Big Twelve Conference,1082.0
00-0027873,Jermaine Gresham,ARI,TE,Oklahoma,Big Twelve Conference,554.0
00-0027996,Torrey Smith,CAR,WR,Maryland,Atlantic Coast Conference,857.0
00-0028011,Stevan Ridley,PIT,RB,LSU,Southeastern Conference,496.0
00-0028083,Jacquizz Rodgers,TB,RB,Oregon State,Pacific Twelve Conference,455.0
00-0028091,Jeremy Kerley,BUF,WR,Texas Christian,Mountain West Conference,404.0
00-0028093,Niles Paul,JAX,TE,Nebraska,Big Ten Conference,106.0
00-0028116,Aldrick Robinson,MIN,WR,Southern Methodist,Conference USA,227.0
00-0028263,Andre Holmes,DEN,WR,Hillsdale,Great Lakes Intercollegiate Athletic Conference,275.0
00-0028434,Doug Baldwin,SEA,WR,Stanford,Pacific Twelve Conference,1067.0
00-0028497,Kamar Aiken,PHI,WR,Central Florida,American Athletic Conference,238.0
00-0028825,Terrelle Pryor,BUF,WR,Ohio State,Big Ten Conference,376.0
00-0028903,Garrett Celek,SF,TE,Michigan State,Big Ten Conference,181.0
00-0029068,Derrick Coleman,ARI,FB,UCLA,Pacific Twelve Conference,29.0
00-0029091,Bradley Sowell,CHI,TE,Mississippi,Southeastern Conference,6.0
00-0029129,Rod Streater,CLE,WR,Temple,Big East,234.0
00-0029159,Jermaine Kearse,NYJ,WR,Washington,Pacific Twelve Conference,518.0
00-0029205,Travaris Cadet,CAR,RB,Appalachian State,Southern Conference,152.0
00-0029249,Melvin Ingram,LAC,OLB,South Carolina,Southeastern Conference,0.0
00-0029273,Robert Turbin,IND,RB,Utah State,Mountain West Conference,290.0
00-0029388,Deonte Thompson,BUF,WR,Florida,Southeastern Conference,146.0
00-0029410,Tavon Wilson,DET,SS,Illinois,Big Ten Conference,0.0
00-0029414,Orson Charles,CLE,TE,Georgia,Southeastern Conference,18.0
00-0029580,Rishard Matthews,NYJ,WR,Nevada,Western Athletic Conference,444.0
00-0029613,Doug Martin,LV,RB,Boise State,Mountain West Conference,828.0
00-0029638,Michael Floyd,WAS,WR,Notre Dame,Independent,562.0
00-0029640,Brian Quick,WAS,WR,Appalachian State,Southern Conference,219.0
00-0029657,Akiem Hicks,CHI,DT,"Regina, Can.",Canada West Universities Athletic Association,6.0
00-0029668,Andrew Luck,IND,QB,Stanford,Pacific Twelve Conference,1813.0
00-0029677,Brandon Weeden,HOU,QB,Oklahoma State,Big Twelve Conference,342.0
00-0029682,Brock Osweiler,MIA,QB,Arizona State,Pacific Twelve Conference,456.0
00-0029689,Dwayne Allen,NE,TE,Clemson,Atlantic Coast Conference,299.0
00-0029795,Benny Cunningham,CHI,RB,Middle Tennessee State,Sun Belt Conference,222.0
00-0029848,Nick Williams,LA,WR,Connecticut,Big East,42.0
00-0030112,Tommy Bohanon,JAX,FB,Wake Forest,Atlantic Coast Conference,58.0
00-0030170,Rontez Miles,NYJ,FS,California (PA),Pennsylvania State Athletic Conference,0.0
00-0030422,Dion Sims,CHI,TE,Michigan State,Big Ten Conference,144.0
00-0030432,Christine Michael,IND,RB,Texas A&M,Southeastern Conference,182.0
00-0030433,Mike Gillislee,NO,RB,Florida,Southeastern Conference,235.0
00-0030516,Brice Butler,MIA,WR,San Diego State,Mountain West Conference,183.0
00-0030521,Justin Hunter,PIT,WR,Tennessee,Southeastern Conference,212.0
00-0030542,Terrance Williams,DAL,WR,Baylor,Big Twelve Conference,495.0
00-0030648,Alejandro Villanueva,PIT,T,Army,Independent,6.0
00-0030656,Isaiah Crowell,NYJ,RB,Alabama State,Southwestern Athletic Conference,632.0
00-0030668,Charcandrick West,KC,RB,Abilene Christian,Independent,251.0
00-0030711,David Fluellen,TEN,RB,Toledo,Mid-American Conference,3.0
00-0030737,Freddie Martino,TB,WR,North Greenville,Independent,29.0
00-0030780,Ryan Hewitt,IND,TE,Stanford,Pacific Twelve Conference,31.0
00-0030854,Erik Swoope,IND,TE,Miami,Atlantic Coast Conference,62.0
00-0031075,Alfred Blue,HOU,RB,LSU,Southeastern Conference,362.0
00-0031102,Kapri Bibbs,GB,RB,Colorado State,Mountain West Conference,98.0
00-0031301,Jeremy Hill,NE,RB,LSU,Southeastern Conference,533.0
00-0031326,Bruce Ellington,DET,WR,South Carolina,Southeastern Conference,118.0
00-0031359,Kelvin Benjamin,KC,WR,Florida State,Atlantic Coast Conference,439.0
00-0031360,Kyle Van Noy,NE,OLB,Brigham Young,Independent,6.0
00-0031373,Martavis Bryant,LV,WR,Clemson,Atlantic Coast Conference,392.0
00-0031418,Austin Seferian-Jenkins,JAX,TE,Washington,Pacific Twelve Conference,180.0
00-0031462,Jerome Cunningham,DET,TE,Southern Connecticut State,Northeast-10 Conference,5.0
00-0031569,Jeremy Langford,ATL,RB,Michigan State,Big Ten Conference,182.0
00-0031599,Cameron Artis-Payne,CAR,RB,Auburn,Southeastern Conference,88.0
00-0031609,A.J. Derby,MIA,TE,Arkansas,Southeastern Conference,59.0
00-0031731,Corey Grant,JAX,RB,Auburn,Southeastern Conference,89.0
00-0031782,Eli Rogers,PIT,WR,Louisville,Atlantic Coast Conference,121.0
00-0031788,Matt Lengel,CIN,TE,Eastern Kentucky,Ohio Valley Conference,15.0
00-0031900,Rod Smith,DAL,RB,Ohio State,Big Ten Conference,99.0
00-0031912,Cameron Meredith,NO,WR,Illinois State,Missouri Valley Football Conference,140.0
00-0031922,Khari Lee,BUF,TE,Bowie State,Central Intercollegiate Athletic Association,1.0
00-0031959,Marcus Murphy,BUF,RB,Missouri,Southeastern Conference,38.0
00-0032089,Brian Parker,DEN,TE,"Albany, N.Y.",Colonial Athletic Association,3.0
00-0032120,Neal Sterling,NYJ,TE,"Monmouth, N.J.",Big South Conference,23.0
00-0032166,Sammie Coates,HOU,WR,Auburn,Southeastern Conference,75.0
00-0032170,Rashad Greene,JAX,WR,Florida State,Atlantic Coast Conference,34.0
00-0032362,Maurice Harris,WAS,WR,California,Pacific Twelve Conference,50.0
00-0032371,Rob Kelley,WAS,RB,Tulane,American Athletic Conference,160.0
00-0032383,Ryan Kelly,IND,C,Alabama,Southeastern Conference,0.0
00-0032390,Cyrus Jones,BAL,CB,Alabama,Southeastern Conference,6.0
00-0032411,Kenneth Dixon,BAL,RB,Louisiana Tech,Conference USA,125.0
00-0032430,David Morgan,MIN,TE,Texas-San Antonio,Conference USA,19.0
00-0032472,Tre Madden,SEA,FB,USC,Pacific Twelve Conference,10.0
00-0032508,Hakeem Valles,DET,TE,Monmouth (N.J.),Big South Conference,1.0
00-0032562,Cole Wick,SF,TE,Incarnate Word,Southland Conference,1.0
00-0032593,Brandon Wilds,JAX,RB,South Carolina,Southeastern Conference,6.0
00-0032634,David Grinnage,JAX,TE,North Carolina State,Atlantic Coast Conference,6.0
00-0032707,Andy Jones,DET,WR,Jacksonville,Pioneer Football League,14.0
00-0032745,Alan Cross,TB,TE,Memphis,American Athletic Conference,16.0
00-0032760,Josh Doctson,WAS,WR,Texas Christian,Big Twelve Conference,156.0
00-0032773,Nick Kwiatkoski,CHI,ILB,West Virginia,Big Twelve Conference,2.0
00-0032793,Blake Countess,LA,SS,Auburn,Southeastern Conference,12.0
00-0032911,Spencer Pulley,NYG,C,Vanderbilt,Southeastern Conference,0.0
00-0032959,Charone Peake,NYJ,WR,Clemson,Atlantic Coast Conference,21.0
00-0032964,Byron Marshall,WAS,RB,Oregon,Pacific Twelve Conference,18.0
00-0032966,Corey Coleman,NYG,WR,Baylor,Big Twelve Conference,110.0
00-0033049,Darius Jackson,DAL,RB,Eastern Michigan,Mid-American Conference,1.0
00-0033054,Rico Gathers,DAL,TE,Baylor,Big Twelve Conference,4.0
00-0033060,Leonte Carroo,MIA,WR,Rutgers,Big Ten Conference,32.0
00-0033104,Cody Kessler,JAX,QB,Southern California,Pacific Twelve Conference,118.0
00-0033295,Elijah McGuire,NYJ,RB,Louisiana-Lafayette,Sun Belt Conference,126.0
00-0033306,Victor Bolden,SF,WR,Oregon State,Pacific Twelve Conference,1.0
00-0033373,Taquan Mizzell,CHI,RB,Virginia,Atlantic Coast Conference,15.0
00-0033379,Tim White,BAL,WR,Arizona State,Pacific Twelve Conference,1.0
00-0033441,Keon Hatcher,LV,WR,Arkansas,Southeastern Conference,0.0
00-0033464,Jehu Chesson,WAS,WR,Michigan,Big Ten Conference,2.0
00-0033559,Michael Roberts,DET,TE,Toledo,Mid-American Conference,32.0
00-0033573,Shelton Gibson,PHI,WR,West Virginia,Big Twelve Conference,5.0
00-0033581,De'Angelo Henderson Sr.,NYJ,RB,Coastal Carolina,Big South Conference,10.0
00-0033597,Chad Kelly,DEN,QB,Mississippi,Southeastern Conference,0.0
00-0033760,Justin Davis,LA,RB,USC,Pacific Twelve Conference,2.0
00-0033773,Riley McCarron,NE,WR,Iowa,Big Ten Conference,0.0
00-0033899,DeShone Kizer,GB,QB,Notre Dame,Independent,181.0
00-0033928,Jourdan Lewis,DAL,CB,Michigan,Big Ten Conference,1.0
00-0033953,Jordan Leggett,NYJ,TE,Clemson,Atlantic Coast Conference,17.0
00-0033968,Stacy Coley,MIN,WR,Miami (Fla.),Atlantic Coast Conference,0.0
00-0034101,Matt Flanagan,WAS,TE,Pittsburgh,Atlantic Coast Conference,1.0
00-0034179,Raven Greene,GB,FS,James Madison,Colonial Athletic Association,2.0
00-0034221,Roc Thomas,MIN,RB,Jacksonville State,Ohio Valley Conference,5.0
00-0034258,Derrick Willies,CLE,WR,Texas Tech,Big Twelve Conference,6.0
00-0034268,J'Mon Moore,GB,WR,Missouri,Southeastern Conference,1.0
00-0034369,Kyle Lauletta,NYG,QB,Richmond,Colonial Athletic Association,-2.0
00-0034427,Dave Williams,JAX,RB,Arkansas,Southeastern Conference,3.0
00-0034473,Dennis Gardeck,ARI,OLB,Sioux Falls,Northern Sun Intercollegiate Conference,6.0
00-0034489,Jalen Tolliver,ARI,WR,Arkansas-Monticello,Great American Conference,3.0
00-0034499,Jawill Davis,NYG,WR,Bethune-Cookman,Mid-Eastern Athletic Conference,4.0
00-0034509,Keith Ford,BUF,RB,Texas A&M,Southeastern Conference,10.0
00-0034512,Cam Phillips,BUF,WR,Virginia Tech,Atlantic Coast Conference,0.0
00-0034532,Jordan Franks,CIN,TE,Central Florida,American Athletic Conference,3.0
00-0034560,J.J. Jones,NYJ,WR,West Georgia,Gulf South Conference,0.0
00-0034565,Detrez Newsome,LAC,RB,Western Carolina,Southern Conference,6.0
00-0034621,Shaun Wilson,TB,RB,Duke,Atlantic Coast Conference,3.0
00-0034684,Johnny Townsend,LV,P,Florida,Southeastern Conference,4.0
00-0034710,Darvin Kidsy,WAS,WR,Texas Southern,Southwestern Athletic Conference,0.0
00-0034751,Josh Jackson,GB,CB,Iowa,Big Ten Conference,6.0
00-0021206,Josh McCown,PHI,QB,Sam Houston State,Southland Conference,1085.0
00-0022803,Eli Manning,NYG,QB,Mississippi,Southeastern Conference,3424.0
00-0022943,Benjamin Watson,NE,TE,Georgia,Southeastern Conference,909.0
00-0023534,Dustin Colquitt,KC,P,Tennessee,Southeastern Conference,0.0
00-0023564,Darren Sproles,PHI,RB,Kansas State,Big Twelve Conference,1343.0
00-0024221,Vernon Davis,WAS,TE,Maryland,Atlantic Coast Conference,1227.0
00-0024389,Delanie Walker,TEN,TE,Central Missouri State,Mid-America Intercollegiate Athletic Association,837.0
00-0025399,Marshawn Lynch,SEA,RB,California,Pacific Ten Conference,1986.0
00-0025708,Matt Moore,KC,QB,Oregon State,Pacific Ten Conference,442.0
00-0026293,Matt Slater,NE,WR,UCLA,Pacific Ten Conference,11.0
00-0026986,Michael Crabtree,ARI,WR,Texas Tech,Big Twelve Conference,1174.0
00-0027539,Anthony Levine,BAL,SS,Tennessee State,Ohio Valley Conference,6.0
00-0027874,Demaryius Thomas,NYJ,WR,Georgia Tech,Atlantic Coast Conference,1452.0
00-0027925,James Develin,NE,FB,Brown,Ivy League,64.0
00-0027985,Lance Kendricks,LAC,TE,Wisconsin,Big Ten Conference,366.0
00-0028064,Bilal Powell,NYJ,RB,Louisville,Big East,642.0
00-0028112,Charles Clay,ARI,TE,Tulsa,Conference USA,537.0
00-0028114,Dwayne Harris,LV,WR,East Carolina,Conference USA,171.0
00-0028128,Colin Jones,CAR,FS,Texas Christian,Mountain West Conference,6.0
00-0028581,Patrick DiMarco,BUF,FB,South Carolina,Southeastern Conference,70.0
00-0029319,Josh Bellamy,NYJ,WR,Louisville,Big East,141.0
00-0029419,Dennis Kelly,TEN,T,Purdue,Big Ten Conference,12.0
00-0029492,Jamize Olawale,DAL,FB,North Texas,Sun Belt Conference,106.0
00-0029572,Jarius Wright,CAR,WR,Arkansas,Southeastern Conference,369.0
00-0029587,Rhett Ellison,NYG,TE,USC,Pacific Twelve Conference,171.0
00-0029623,Alex Tanney,NYG,QB,"Monmouth, Ill.",Midwest Conference,8.0
00-0029854,C.J. Anderson,DET,RB,California,Pacific Twelve Conference,682.0
00-0029857,Ryan Griffin,TB,QB,Tulane,American Athletic Conference,0.0
00-0029931,Zach Line,NO,FB,Southern Methodist,Conference USA,71.0
00-0030090,Micah Hyde,BUF,FS,Iowa,Big Ten Conference,24.0
00-0030097,David Quessenberry,TEN,G,San Jose State,Western Athletic Conference,6.0
00-0030147,Russell Shepard,NYG,WR,LSU,Southeastern Conference,123.0
00-0030197,Deon Lacey,MIA,ILB,West Alabama,Gulf South Conference,0.0
00-0030300,Jaron Brown,SEA,WR,Clemson,Atlantic Coast Conference,251.0
00-0030414,Spencer Ware,KC,RB,Louisiana State,Southeastern Conference,331.0
00-0030741,Roosevelt Nix,PIT,FB,Kent State,Mid-American Conference,19.0
00-0030821,Allen Hurns,MIA,WR,Miami,Atlantic Coast Conference,494.0
00-0031023,Quincy Enunwa,NYJ,WR,Nebraska,Big Ten Conference,188.0
00-0031035,Xavier Grimble,PIT,TE,Southern California,Pacific Twelve Conference,41.0
00-0031060,De'Anthony Thomas,BAL,WR,Oregon,Pacific Twelve Conference,112.0
00-0031068,Ryan Grant,LV,WR,Tulane,Conference USA,175.0
00-0031076,David Fales,NYJ,QB,San Jose State,Mountain West Conference,20.0
00-0031167,Scott Simonson,NYG,TE,Assumption,Northeast-10 Conference,16.0
00-0031189,T.J. Jones,NYG,WR,Notre Dame,Independent,116.0
00-0031228,Taylor Gabriel,CHI,WR,Abilene Christian,Independent,416.0
00-0031257,Paul Richardson,WAS,WR,Colorado,Pacific Twelve Conference,275.0
00-0031344,Cody Latimer,NYG,WR,Indiana,Big Ten Conference,134.0
00-0031407,Blake Bortles,LA,QB,Central Florida,American Athletic Conference,1224.0
00-0031431,Marqise Lee,JAX,WR,Southern California,Pacific Twelve Conference,296.0
00-0031502,Jordan Berry,PIT,P,Eastern Kentucky,Ohio Valley Conference,-3.0
00-0031511,DeAndrew White,CAR,WR,Alabama,Southeastern Conference,9.0
00-0031570,Justin Hardy,ATL,WR,East Carolina,American Athletic Conference,150.0
00-0031577,Javorius Allen,NYG,RB,Southern California,Pacific Twelve Conference,294.0
00-0031589,Brett Hundley,ARI,QB,UCLA,Pacific Twelve Conference,129.0
00-0031590,Jay Ajayi,PHI,RB,Boise State,Mountain West Conference,404.0
00-0031597,Tye Smith,TEN,CB,Towson,Colonial Athletic Association,6.0
00-0031665,Zach Zenner,ARI,RB,South Dakota,Missouri Valley Football Conference,151.0
00-0031744,Matt LaCosse,NE,TE,Illinois,Big Ten Conference,52.0
00-0031953,Geremy Davis,LAC,WR,Connecticut,American Athletic Conference,5.0
00-0031972,Darius Jennings,TEN,WR,Virginia,Atlantic Coast Conference,30.0
00-0032055,Devin Funchess,IND,TE,Michigan,Big Ten Conference,373.0
00-0032112,J.J. Nelson,LV,WR,Alabama-Birmingham,NO FOOTBALL,234.0
00-0032117,Nick O'Leary,JAX,TE,Florida State,Atlantic Coast Conference,93.0
00-0032139,Ben Koyack,JAX,TE,Notre Dame,Independent,37.0
00-0032147,Ty Sambrailo,ATL,T,Colorado State,Mountain West Conference,9.0
00-0032227,Jeff Heuerman,DEN,TE,Ohio State,Big Ten Conference,97.0
00-0032256,Clive Walford,MIA,TE,Miami,Atlantic Coast Conference,120.0
00-0032319,Ross Travis,IND,TE,Penn State,Big Ten Conference,12.0
00-0032320,Erik Harris,LV,FS,"California, Pa.",Pennsylvania State Athletic Conference,0.0
00-0032377,Josh Ferguson,WAS,RB,Illinois,Big Ten Conference,18.0
00-0032417,Paul Perkins,DET,RB,UCLA,Pacific Twelve Conference,84.0
00-0032423,Trevor Davis,LV,WR,California,Pacific Twelve Conference,39.0
00-0032442,Elandon Roberts,NE,ILB,Houston,American Athletic Conference,9.0
00-0032466,George Fant,SEA,T,Western Kentucky,Conference USA,0.0
00-0032540,Tra Carson,DET,RB,Texas A&M,Southeastern Conference,6.0
00-0032599,Joshua Perkins,PHI,TE,Washington,Pacific Twelve Conference,31.0
00-0032661,Ben Braunecker,CHI,TE,Harvard,Ivy League,21.0
00-0032728,Tevin Jones,PIT,WR,Memphis,American Athletic Conference,6.0
00-0032794,Dan Vitale,GB,FB,Northwestern,Big Ten Conference,14.0
00-0032795,Cody Core,NYG,WR,Mississippi,Southeastern Conference,46.0
00-0032935,Johnny Holton,PIT,WR,Cincinnati,American Athletic Conference,44.0
00-0032945,Duke Williams,BUF,WR,Auburn,Southeastern Conference,27.0
00-0033132,Kevin Byard,TEN,FS,Middle Tennessee,Conference USA,7.0
00-0033374,Ricky Ortiz,NO,FB,Oregon State,Pacific Twelve Conference,1.0
00-0033400,Matt Haack,MIA,P,Arizona State,Pacific Twelve Conference,2.0
00-0033434,Bobo Wilson,TB,WR,Florida State,Atlantic Coast Conference,17.0
00-0033503,Arthur Maulet,NYJ,CB,Memphis,American Athletic Conference,6.0
00-0033530,Robert Davis,PHI,WR,Georgia State,Sun Belt Conference,1.0
00-0033562,Ryan Switzer,PIT,WR,North Carolina,Atlantic Coast Conference,46.0
00-0033566,Desmond King,LAC,CB,Iowa,Big Ten Conference,12.0
00-0033604,Krishawn Hogan,NO,WR,"Marian, Ind.",Mid-States Football Association,0.0
00-0033642,B.J. Bello,NYJ,MLB,Illinois State,Missouri Valley Football Conference,6.0
00-0033696,Sean Culkin,LAC,TE,Missouri,Southeastern Conference,3.0
00-0033705,Andre Patton,LAC,WR,Rutgers,Big Ten Conference,5.0
00-0033742,Tyrone Swoopes,SEA,TE,Texas,Big Twelve Conference,2.0
00-0033770,Justin Hardee,NO,CB,Illinois,Big Ten Conference,7.0
00-0033787,Jake Elliott,PHI,K,Memphis,American Athletic Conference,-2.0
00-0033789,T.J. Logan,TB,RB,North Carolina,Atlantic Coast Conference,6.0
00-0033838,Trey Edmunds,PIT,RB,Maryland,Big Ten Conference,24.0
00-0033933,Chad Williams,IND,WR,Grambling,Southwestern Athletic Conference,30.0
00-0033994,Fred Brown,DEN,WR,Mississippi State,Southeastern Conference,2.0
00-0034034,Rashard Davis,TEN,WR,James Madison,Colonial Athletic Association,1.0
